"zcta","county","city","state","business_name","business_type","num_employees","years_in_operation","dataset"
"59106","11783","Coppermill Valley","PA","Business 7336","Electronics Store",31,15,"NETS"
"59106","11783","Coppermill Valley","PA","Business 7303","Restaurant",91,13,"NETS"
"59106","11783","Coppermill Valley","PA","Business 4447","Pharmacy",74,25,"NETS"
"59106","11783","Coppermill Valley","PA","Business 2596","Grocery Store",92,17,"NETS"
"59106","11783","Coppermill Valley","PA","Business 9996","Pharmacy",73,4,"NETS"
"59106","11783","Coppermill Valley","PA","Business 6769","Gas Station",30,7,"NETS"
"86605","11482","Silverstone Ridge","PA","Business 7868","Electronics Store",81,5,"NETS"
"86605","11482","Silverstone Ridge","PA","Business 2653","Clothing Store",7,11,"NETS"
"86605","11482","Silverstone Ridge","PA","Business 1964","Gas Station",7,26,"NETS"
"86605","11482","Silverstone Ridge","PA","Business 1341","Gas Station",21,26,"NETS"
"86605","11482","Silverstone Ridge","PA","Business 4373","Gas Station",2,3,"NETS"
"40632","11945","Liberty Meadows","PA","Business 6095","Electronics Store",12,10,"NETS"
"40632","11945","Liberty Meadows","PA","Business 1158","Gas Station",22,23,"NETS"
"40632","11945","Liberty Meadows","PA","Business 6635","Pharmacy",4,22,"NETS"
"40632","11945","Liberty Meadows","PA","Business 3748","Hardware Store",14,14,"NETS"
"40632","11945","Liberty Meadows","PA","Business 7151","Pharmacy",23,9,"NETS"
"40632","11945","Liberty Meadows","PA","Business 5199","Electronics Store",88,24,"NETS"
"40632","11945","Liberty Meadows","PA","Business 7591","Grocery Store",10,12,"NETS"
"40632","11945","Liberty Meadows","PA","Business 9666","Restaurant",2,24,"NETS"
"40632","11945","Liberty Meadows","PA","Business 6513","Gas Station",13,16,"NETS"
"40632","11945","Liberty Meadows","PA","Business 1037","Hardware Store",79,6,"NETS"
"96111","11419","Silverstone Ridge","PA","Business 9023","Gas Station",49,16,"NETS"
"96111","11419","Silverstone Ridge","PA","Business 6239","Pharmacy",12,8,"NETS"
"96111","11419","Silverstone Ridge","PA","Business 1432","Electronics Store",6,27,"NETS"
"96111","11419","Silverstone Ridge","PA","Business 9356","Electronics Store",78,16,"NETS"
"96111","11419","Silverstone Ridge","PA","Business 5978","Electronics Store",21,23,"NETS"
"96111","11419","Silverstone Ridge","PA","Business 1833","Hardware Store",58,2,"NETS"
"96111","11419","Silverstone Ridge","PA","Business 9856","Clothing Store",38,9,"NETS"
"96111","11419","Silverstone Ridge","PA","Business 4283","Clothing Store",56,13,"NETS"
"96111","11419","Silverstone Ridge","PA","Business 5932","Pharmacy",84,1,"NETS"
"96111","11419","Silverstone Ridge","PA","Business 3955","Gas Station",37,11,"NETS"
"43204","11697","Everwood Springs","PA","Business 7554","Clothing Store",6,15,"NETS"
"43204","11697","Everwood Springs","PA","Business 3174","Clothing Store",79,25,"NETS"
"43204","11697","Everwood Springs","PA","Business 9404","Electronics Store",15,24,"NETS"
"43204","11697","Everwood Springs","PA","Business 9912","Electronics Store",82,9,"NETS"
"43204","11697","Everwood Springs","PA","Business 3916","Clothing Store",46,2,"NETS"
"43204","11697","Everwood Springs","PA","Business 6465","Hardware Store",19,23,"NETS"
"43204","11697","Everwood Springs","PA","Business 8091","Grocery Store",66,7,"NETS"
"37544","11818",,"PA","Business 418","Clothing Store",14,6,"NETS"
"37544","11818",,"PA","Business 5276","Electronics Store",74,15,"NETS"
"37544","11818",,"PA","Business 9541","Pharmacy",52,9,"NETS"
"37544","11818",,"PA","Business 5039","Restaurant",93,24,"NETS"
"37544","11818",,"PA","Business 2742","Hardware Store",99,11,"NETS"
"99289","11586","Liberty Meadows","PA","Business 8213","Restaurant",7,13,"NETS"
"99289","11586","Liberty Meadows","PA","Business 7877","Restaurant",79,22,"NETS"
"99289","11586","Liberty Meadows","PA","Business 9740","Restaurant",94,29,"NETS"
"99289","11586","Liberty Meadows","PA","Business 1256","Grocery Store",24,19,"NETS"
"99289","11586","Liberty Meadows","PA","Business 5529","Hardware Store",78,6,"NETS"
"99289","11586","Liberty Meadows","PA","Business 5249","Hardware Store",62,21,"NETS"
"99289","11586","Liberty Meadows","PA","Business 7476","Restaurant",58,22,"NETS"
"84427","11716","Liberty Meadows","PA","Business 3024","Gas Station",96,4,"NETS"
"84427","11716","Liberty Meadows","PA","Business 7247","Gas Station",87,19,"NETS"
"84427","11716","Liberty Meadows","PA","Business 8590","Clothing Store",92,23,"NETS"
"84427","11716","Liberty Meadows","PA","Business 7516","Clothing Store",85,4,"NETS"
"84427","11716","Liberty Meadows","PA","Business 270","Pharmacy",33,10,"NETS"
"84427","11716","Liberty Meadows","PA","Business 5128","Pharmacy",38,25,"NETS"
"84427","11716","Liberty Meadows","PA","Business 7003","Gas Station",19,14,"NETS"
"84427","11716","Liberty Meadows","PA","Business 7416","Grocery Store",83,27,"NETS"
"84427","11716","Liberty Meadows","PA","Business 5431","Pharmacy",72,12,"NETS"
"84427","11716","Liberty Meadows","PA","Business 7034","Clothing Store",78,22,"NETS"
"76820","11136",,"PA","Business 7354","Gas Station",14,13,"NETS"
"76820","11136",,"PA","Business 4150","Electronics Store",75,18,"NETS"
"82115","11136",,"PA","Business 7954","Electronics Store",5,2,"NETS"
"82115","11136",,"PA","Business 5543","Restaurant",30,23,"NETS"
"82115","11136",,"PA","Business 3800","Grocery Store",63,27,"NETS"
"82115","11136",,"PA","Business 9901","Pharmacy",41,19,"NETS"
"82115","11136",,"PA","Business 5455","Hardware Store",3,22,"NETS"
"44196","11617","Fox Hollow","PA","Business 1896","Clothing Store",68,10,"NETS"
"44196","11617","Fox Hollow","PA","Business 7760","Gas Station",60,23,"NETS"
"44196","11617","Fox Hollow","PA","Business 7792","Clothing Store",4,23,"NETS"
"44196","11617","Fox Hollow","PA","Business 172","Hardware Store",65,3,"NETS"
"44196","11617","Fox Hollow","PA","Business 1888","Clothing Store",17,17,"NETS"
"44196","11617","Fox Hollow","PA","Business 1360","Electronics Store",75,2,"NETS"
"44196","11617","Fox Hollow","PA","Business 7851","Electronics Store",39,14,"NETS"
"44196","11617","Fox Hollow","PA","Business 2180","Gas Station",43,15,"NETS"
"44196","11617","Fox Hollow","PA","Business 5786","Clothing Store",28,10,"NETS"
"92337","11132","Silverstone Ridge","PA","Business 8889","Electronics Store",66,28,"NETS"
"92337","11132","Silverstone Ridge","PA","Business 5710","Restaurant",83,13,"NETS"
"92337","11132","Silverstone Ridge","PA","Business 470","Electronics Store",1,22,"NETS"
"92337","11132","Silverstone Ridge","PA","Business 3023","Clothing Store",49,30,"NETS"
"92337","11132","Silverstone Ridge","PA","Business 1963","Gas Station",92,12,"NETS"
"92337","11132","Silverstone Ridge","PA","Business 7348","Grocery Store",83,25,"NETS"
"92337","11132","Silverstone Ridge","PA","Business 8275","Restaurant",26,25,"NETS"
"44983","11116","Liberty Meadows","PA","Business 8288","Clothing Store",73,8,"NETS"
"44983","11116","Liberty Meadows","PA","Business 9349","Hardware Store",66,18,"NETS"
"44983","11116","Liberty Meadows","PA","Business 9874","Clothing Store",16,7,"NETS"
"44983","11116","Liberty Meadows","PA","Business 8838","Restaurant",68,1,"NETS"
"44983","11116","Liberty Meadows","PA","Business 3059","Restaurant",91,5,"NETS"
"44983","11116","Liberty Meadows","PA","Business 4815","Clothing Store",24,13,"NETS"
"91438","11783",,"PA","Business 3762","Pharmacy",93,2,"NETS"
"91438","11783",,"PA","Business 3032","Hardware Store",94,11,"NETS"
"36717","11849","Silverstone Ridge","PA","Business 6522","Hardware Store",48,19,"NETS"
"36717","11849","Silverstone Ridge","PA","Business 6078","Clothing Store",77,22,"NETS"
"36717","11849","Silverstone Ridge","PA","Business 8710","Hardware Store",46,11,"NETS"
"36717","11849","Silverstone Ridge","PA","Business 2280","Restaurant",28,24,"NETS"
"36717","11849","Silverstone Ridge","PA","Business 3899","Clothing Store",23,25,"NETS"
"36717","11849","Silverstone Ridge","PA","Business 5525","Clothing Store",67,3,"NETS"
"28078","11731","Fox Hollow","PA","Business 281","Pharmacy",99,5,"NETS"
"28078","11731","Fox Hollow","PA","Business 9321","Electronics Store",58,19,"NETS"
"28078","11731","Fox Hollow","PA","Business 4886","Clothing Store",97,28,"NETS"
"28078","11731","Fox Hollow","PA","Business 5118","Hardware Store",13,3,"NETS"
"28078","11731","Fox Hollow","PA","Business 1750","Gas Station",63,20,"NETS"
"28078","11731","Fox Hollow","PA","Business 1074","Electronics Store",51,8,"NETS"
"28078","11731","Fox Hollow","PA","Business 2084","Grocery Store",81,24,"NETS"
"28078","11731","Fox Hollow","PA","Business 5289","Restaurant",57,27,"NETS"
"69369","11674","Coppermill Valley","PA","Business 2360","Electronics Store",15,26,"NETS"
"69369","11674","Coppermill Valley","PA","Business 671","Grocery Store",100,26,"NETS"
"69369","11674","Coppermill Valley","PA","Business 7248","Gas Station",22,14,"NETS"
"69369","11674","Coppermill Valley","PA","Business 1802","Grocery Store",18,17,"NETS"
"69369","11674","Coppermill Valley","PA","Business 7396","Clothing Store",8,11,"NETS"
"69369","11674","Coppermill Valley","PA","Business 5259","Pharmacy",84,10,"NETS"
"91564","11155",,"PA","Business 834","Grocery Store",92,1,"NETS"
"91564","11155",,"PA","Business 6898","Gas Station",34,1,"NETS"
"43406","11455","Fox Hollow","PA","Business 7965","Gas Station",51,6,"NETS"
"43406","11455","Fox Hollow","PA","Business 7807","Hardware Store",9,16,"NETS"
"43406","11455","Fox Hollow","PA","Business 2527","Gas Station",50,4,"NETS"
"43406","11455","Fox Hollow","PA","Business 4356","Grocery Store",4,30,"NETS"
"43406","11455","Fox Hollow","PA","Business 8365","Restaurant",31,13,"NETS"
"43406","11455","Fox Hollow","PA","Business 3855","Pharmacy",3,1,"NETS"
"43406","11455","Fox Hollow","PA","Business 5298","Restaurant",88,2,"NETS"
"43406","11455","Fox Hollow","PA","Business 1988","Gas Station",54,29,"NETS"
"43406","11455","Fox Hollow","PA","Business 1746","Restaurant",57,21,"NETS"
"43406","11455","Fox Hollow","PA","Business 4113","Restaurant",100,17,"NETS"
"41488","11475","Liberty Meadows","PA","Business 6891","Hardware Store",89,14,"NETS"
"41488","11475","Liberty Meadows","PA","Business 5103","Restaurant",83,2,"NETS"
"41488","11475","Liberty Meadows","PA","Business 1620","Pharmacy",66,11,"NETS"
"41488","11475","Liberty Meadows","PA","Business 4927","Hardware Store",38,23,"NETS"
"41488","11475","Liberty Meadows","PA","Business 7056","Hardware Store",64,13,"NETS"
"41488","11475","Liberty Meadows","PA","Business 287","Gas Station",59,2,"NETS"
"41488","11475","Liberty Meadows","PA","Business 3066","Restaurant",66,28,"NETS"
"41488","11475","Liberty Meadows","PA","Business 3909","Gas Station",58,27,"NETS"
"47485","11525","Coppermill Valley","PA","Business 1364","Clothing Store",67,9,"NETS"
"47485","11525","Coppermill Valley","PA","Business 6656","Clothing Store",13,21,"NETS"
"47485","11525","Coppermill Valley","PA","Business 2434","Electronics Store",22,1,"NETS"
"47485","11525","Coppermill Valley","PA","Business 4453","Gas Station",8,8,"NETS"
"47485","11525","Coppermill Valley","PA","Business 9859","Gas Station",6,8,"NETS"
"47485","11525","Coppermill Valley","PA","Business 8313","Hardware Store",72,28,"NETS"
"47485","11525","Coppermill Valley","PA","Business 3909","Restaurant",59,12,"NETS"
"47485","11525","Coppermill Valley","PA","Business 4484","Electronics Store",28,15,"NETS"
"63528","11392","Fox Hollow","PA","Business 7230","Restaurant",8,5,"NETS"
"63528","11392","Fox Hollow","PA","Business 2963","Electronics Store",11,30,"NETS"
"63528","11392","Fox Hollow","PA","Business 6469","Gas Station",43,3,"NETS"
"63528","11392","Fox Hollow","PA","Business 1042","Electronics Store",78,27,"NETS"
"63528","11392","Fox Hollow","PA","Business 3214","Pharmacy",46,12,"NETS"
"63528","11392","Fox Hollow","PA","Business 8137","Grocery Store",19,12,"NETS"
"63528","11392","Fox Hollow","PA","Business 7902","Grocery Store",5,2,"NETS"
"63528","11392","Fox Hollow","PA","Business 1720","Grocery Store",24,1,"NETS"
"63528","11392","Fox Hollow","PA","Business 5003","Electronics Store",90,5,"NETS"
"63528","11392","Fox Hollow","PA","Business 9140","Clothing Store",49,19,"NETS"
"14536","11537","Silverstone Ridge","PA","Business 3622","Grocery Store",54,24,"NETS"
"14536","11537","Silverstone Ridge","PA","Business 1217","Pharmacy",33,17,"NETS"
"14536","11537","Silverstone Ridge","PA","Business 5958","Hardware Store",54,14,"NETS"
"14536","11537","Silverstone Ridge","PA","Business 252","Clothing Store",89,30,"NETS"
"14536","11537","Silverstone Ridge","PA","Business 4868","Electronics Store",63,29,"NETS"
"83069","11960",,"PA","Business 6004","Pharmacy",98,5,"NETS"
"83069","11960",,"PA","Business 7934","Pharmacy",73,5,"NETS"
"83069","11960",,"PA","Business 302","Clothing Store",80,26,"NETS"
"51465","11693",,"PA","Business 964","Hardware Store",32,8,"NETS"
"51465","11693",,"PA","Business 2416","Pharmacy",12,14,"NETS"
"51465","11693",,"PA","Business 7413","Pharmacy",16,12,"NETS"
"26503","11896",,"PA","Business 9780","Electronics Store",38,10,"NETS"
"88299","11181",,"PA","Business 6023","Clothing Store",33,22,"NETS"
"88299","11181",,"PA","Business 6471","Gas Station",15,2,"NETS"
"88299","11181",,"PA","Business 727","Hardware Store",63,8,"NETS"
"32953","11118","Coppermill Valley","PA","Business 3696","Restaurant",34,7,"NETS"
"32953","11118","Coppermill Valley","PA","Business 9123","Pharmacy",35,29,"NETS"
"32953","11118","Coppermill Valley","PA","Business 5545","Electronics Store",72,6,"NETS"
"32953","11118","Coppermill Valley","PA","Business 4525","Restaurant",22,29,"NETS"
"32953","11118","Coppermill Valley","PA","Business 2936","Gas Station",73,28,"NETS"
"32953","11118","Coppermill Valley","PA","Business 242","Electronics Store",55,4,"NETS"
"32953","11118","Coppermill Valley","PA","Business 4382","Clothing Store",70,2,"NETS"
"32953","11118","Coppermill Valley","PA","Business 639","Electronics Store",6,25,"NETS"
"32953","11118","Coppermill Valley","PA","Business 3327","Clothing Store",37,29,"NETS"
"00413","11282","Silverstone Ridge","PA","Business 7425","Pharmacy",13,16,"NETS"
"00413","11282","Silverstone Ridge","PA","Business 3837","Clothing Store",85,7,"NETS"
"00413","11282","Silverstone Ridge","PA","Business 574","Restaurant",49,11,"NETS"
"00413","11282","Silverstone Ridge","PA","Business 9962","Gas Station",48,3,"NETS"
"00413","11282","Silverstone Ridge","PA","Business 4909","Clothing Store",28,27,"NETS"
"00413","11282","Silverstone Ridge","PA","Business 2665","Electronics Store",42,8,"NETS"
"10762","11465","Liberty Meadows","PA","Business 2661","Pharmacy",42,1,"NETS"
"10762","11465","Liberty Meadows","PA","Business 7395","Gas Station",10,28,"NETS"
"10762","11465","Liberty Meadows","PA","Business 489","Hardware Store",43,13,"NETS"
"10762","11465","Liberty Meadows","PA","Business 7284","Clothing Store",1,21,"NETS"
"10762","11465","Liberty Meadows","PA","Business 1161","Hardware Store",53,23,"NETS"
"10762","11465","Liberty Meadows","PA","Business 3078","Gas Station",28,6,"NETS"
"10762","11465","Liberty Meadows","PA","Business 8554","Restaurant",48,15,"NETS"
"10762","11465","Liberty Meadows","PA","Business 187","Gas Station",98,3,"NETS"
"10762","11465","Liberty Meadows","PA","Business 6603","Clothing Store",1,4,"NETS"
"10762","11465","Liberty Meadows","PA","Business 6624","Gas Station",74,3,"NETS"
"48182","11396",,"PA","Business 4996","Gas Station",83,13,"NETS"
"48182","11396",,"PA","Business 8715","Electronics Store",65,18,"NETS"
"48182","11396",,"PA","Business 5516","Hardware Store",74,22,"NETS"
"30571","11813","Everwood Springs","PA","Business 5209","Restaurant",70,24,"NETS"
"30571","11813","Everwood Springs","PA","Business 1627","Restaurant",19,5,"NETS"
"30571","11813","Everwood Springs","PA","Business 5520","Hardware Store",41,21,"NETS"
"30571","11813","Everwood Springs","PA","Business 8981","Clothing Store",41,28,"NETS"
"30571","11813","Everwood Springs","PA","Business 799","Grocery Store",67,16,"NETS"
"30571","11813","Everwood Springs","PA","Business 2466","Electronics Store",71,8,"NETS"
"42521","11400",,"PA","Business 4754","Gas Station",89,24,"NETS"
"42521","11400",,"PA","Business 3007","Gas Station",71,28,"NETS"
"42521","11400",,"PA","Business 9385","Electronics Store",57,29,"NETS"
"42521","11400",,"PA","Business 9710","Grocery Store",56,4,"NETS"
"42521","11400",,"PA","Business 3618","Restaurant",1,16,"NETS"
"74522","11138",,"PA","Business 2751","Clothing Store",63,29,"NETS"
"74522","11138",,"PA","Business 5979","Gas Station",96,23,"NETS"
"74522","11138",,"PA","Business 489","Gas Station",2,15,"NETS"
"74522","11138",,"PA","Business 260","Hardware Store",96,24,"NETS"
"74522","11138",,"PA","Business 8542","Clothing Store",8,7,"NETS"
"14745","11773","Liberty Meadows","PA","Business 6517","Pharmacy",68,1,"NETS"
"14745","11773","Liberty Meadows","PA","Business 5836","Electronics Store",50,27,"NETS"
"14745","11773","Liberty Meadows","PA","Business 1010","Grocery Store",97,5,"NETS"
"14745","11773","Liberty Meadows","PA","Business 3290","Hardware Store",15,8,"NETS"
"14745","11773","Liberty Meadows","PA","Business 8864","Pharmacy",49,18,"NETS"
"14745","11773","Liberty Meadows","PA","Business 7645","Grocery Store",34,11,"NETS"
"14745","11773","Liberty Meadows","PA","Business 8922","Electronics Store",46,14,"NETS"
"25946","11431","Silverstone Ridge","PA","Business 5084","Grocery Store",56,26,"NETS"
"25946","11431","Silverstone Ridge","PA","Business 735","Restaurant",21,28,"NETS"
"25946","11431","Silverstone Ridge","PA","Business 7691","Gas Station",21,29,"NETS"
"25946","11431","Silverstone Ridge","PA","Business 527","Grocery Store",26,17,"NETS"
"25946","11431","Silverstone Ridge","PA","Business 1274","Grocery Store",64,19,"NETS"
